,body_shape,colour,condition,displacement,fuel,has_mfk,performance,price,curb_weight,registration_age,mileage,brand
0,Strasse,schwarz,Neu,947.0,Benzin Bleifrei,True,125.0,9890,285.0,0,1.0,Kawasaki
1,Strasse,rot,Neu,947.0,Benzin Bleifrei,True,125.0,9890,285.0,0,1.0,Kawasaki
2,Strasse,grün,Neu,947.0,Benzin Bleifrei,True,125.0,9890,285.0,0,1.0,Kawasaki
3,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,11990,285.0,0,10.0,Kawasaki
4,Strasse,grau,Occasion,649.0,Benzin Bleifrei,True,48.0,10500,262.0,12,10.0,Kawasaki
5,Strasse,schwarz,Neu,947.0,Benzin Bleifrei,True,125.0,9890,285.0,0,1.0,Kawasaki
6,Strasse,rot,Occasion,750.0,Benzin Bleifrei,False,76.0,3900,220.0,340,48000.0,Kawasaki
7,Strasse,grau,Occasion,498.0,Benzin Bleifrei,False,27.0,3600,274.0,257,3500.0,Kawasaki
8,Strasse,Sonstiges,Occasion,499.0,Andere,False,34.0,2750,380.0,245,19390.0,Kawasaki
9,Chopper,grau,Occasion,124.0,Benzin Bleifrei,False,11.0,1900,223.0,245,11597.0,Kawasaki
10,Chopper,rot,Occasion,124.0,Benzin Bleifrei,False,12.0,2800,223.0,245,31200.0,Kawasaki
11,Chopper,schwarz,Occasion,1471.0,Benzin Bleifrei,False,53.0,5800,391.0,201,24800.0,Kawasaki
12,Strasse,Sonstiges,Occasion,1199.0,Andere,False,178.0,2500,428.0,208,5000.0,Kawasaki
13,Strasse,Sonstiges,Occasion,1165.0,Andere,False,34.0,4490,321.0,208,20995.0,Kawasaki
14,Strasse,grau,Occasion,1199.0,Andere,False,178.0,4490,318.0,208,20400.0,Kawasaki
15,Strasse,schwarz,Occasion,497.0,Benzin Bleifrei,False,34.0,4400,274.0,199,43900.0,Kawasaki
16,Strasse,blau,Occasion,998.0,Benzin Bleifrei,False,174.0,4500,283.0,175,29409.0,Kawasaki
17,Strasse,Sonstiges,Occasion,748.0,Andere,True,110.0,3000,398.0,173,47000.0,Kawasaki
18,Strasse,schwarz,Occasion,649.0,Benzin Bleifrei,True,72.0,3999,279.0,164,12294.0,Kawasaki
19,Strasse,grün,Occasion,997.0,Benzin Bleifrei,False,174.0,5800,271.0,164,13000.0,Kawasaki
20,Strasse,gelb,Occasion,649.0,Benzin Bleifrei,False,72.0,3050,277.0,163,15390.0,Kawasaki
21,Chopper,schwarz,Occasion,1553.0,Benzin Bleifrei,False,73.0,5500,392.0,162,65500.0,Kawasaki
22,Chopper,blau,Occasion,903.0,Benzin Bleifrei,True,50.0,4500,357.0,139,21100.0,Kawasaki
23,Strasse,orange,Occasion,953.0,Andere,False,125.0,5900,303.0,129,18806.0,Kawasaki
24,Strasse,schwarz,Occasion,953.0,Andere,False,125.0,6900,303.0,129,19552.0,Kawasaki
25,Strasse,schwarz,Occasion,599.0,Benzin Bleifrei,False,34.0,7500,275.0,128,5000.0,Kawasaki
26,Strasse,grün,Occasion,998.0,Andere,False,188.0,6800,283.0,127,25200.0,Kawasaki
27,Touring,Sonstiges,Occasion,1352.0,Andere,True,155.0,6500,508.0,125,42000.0,Kawasaki
28,Strasse,schwarz,Occasion,1043.0,Benzin Bleifrei,False,138.0,7880,293.0,117,18000.0,Kawasaki
29,Strasse,weiss,Occasion,998.0,Andere,False,188.0,6800,283.0,116,22550.0,Kawasaki
30,Strasse,Sonstiges,Occasion,1043.0,Andere,False,138.0,5900,408.0,114,41000.0,Kawasaki
31,Strasse,grün,Occasion,649.0,Benzin Bleifrei,True,72.0,2800,275.0,114,37000.0,Kawasaki
32,ATVQuad,grün,Occasion,697.0,Benzin Bleifrei,False,20.0,7290,315.0,114,8202.0,Kawasaki
33,Chopper,Sonstiges,Occasion,1699.0,Andere,False,73.0,8000,563.0,105,24500.0,Kawasaki
34,Strasse,weiss,Occasion,748.0,Andere,False,106.0,5700,293.0,105,20200.0,Kawasaki
35,Strasse,weiss,Occasion,649.0,Andere,False,72.0,3550,283.0,103,30100.0,Kawasaki
36,Touring,grau,Occasion,1043.0,Andere,False,118.0,7900,314.0,93,9657.0,Kawasaki
37,Strasse,schwarz,Occasion,748.0,Benzin Bleifrei,False,106.0,5880,293.0,93,32750.0,Kawasaki
38,Strasse,grün,Occasion,1043.0,Andere,False,138.0,6990,293.0,91,26300.0,Kawasaki
39,Strasse,schwarz,Occasion,748.0,Benzin Bleifrei,False,106.0,6500,293.0,89,25600.0,Kawasaki
40,Chopper,schwarz,Occasion,1700.0,Andere,False,75.0,7500,420.0,87,25200.0,Kawasaki
41,Scooter,schwarz,Occasion,298.0,Benzin Bleifrei,True,27.0,3600,266.0,69,15000.0,Kawasaki
42,Scooter,grün,Occasion,298.0,Benzin Bleifrei,False,27.0,3550,266.0,69,17150.0,Kawasaki
43,Strasse,schwarz,Occasion,806.0,Andere,False,95.0,7400,301.0,69,8829.0,Kawasaki
44,Touring,anthrazit,Occasion,1043.0,Andere,False,118.0,6970,314.0,69,15100.0,Kawasaki
45,Strasse,weiss,Occasion,806.0,Andere,False,48.0,5900,301.0,69,20600.0,Kawasaki
46,Strasse,grün,Occasion,296.0,Benzin Bleifrei,False,34.0,5300,247.0,69,11500.0,Kawasaki
47,Strasse,Sonstiges,Occasion,806.0,Andere,False,112.0,7800,409.0,66,3293.0,Kawasaki
48,Touring,gelb,Occasion,649.0,Andere,False,34.0,5300,284.0,66,2650.0,Kawasaki
49,Touring,grau,Occasion,1352.0,Andere,True,155.0,12900,383.0,62,16850.0,Kawasaki
50,Chopper,violett,Occasion,649.0,Benzin Bleifrei,True,61.0,6500,300.0,57,8100.0,Kawasaki
51,Strasse,schwarz,Occasion,773.0,Benzin Bleifrei,True,48.0,13950,292.0,57,4550.0,Kawasaki
52,Strasse,grau,Occasion,998.0,Andere,True,200.0,18900,313.0,56,4750.0,Kawasaki
53,Strasse,grau,Occasion,998.0,Andere,True,200.0,21800,313.0,56,3853.0,Kawasaki
54,Chopper,grün,Occasion,806.0,Andere,True,74.8,7890,420.0,56,6300.0,Kawasaki
55,Strasse,schwarz,Occasion,806.0,Benzin Bleifrei,True,112.0,8000,304.0,54,5200.0,Kawasaki
56,Strasse,weiss,Vorführmodell,806.0,Benzin Bleifrei,True,112.0,8250,304.0,54,870.0,Kawasaki
57,Chopper,violett,Occasion,649.0,Benzin Bleifrei,True,61.0,6800,300.0,54,16400.0,Kawasaki
58,Strasse,weiss,Occasion,296.0,Benzin Bleifrei,True,39.0,5880,243.0,45,10.0,Kawasaki
59,Strasse,schwarz,Occasion,998.0,Andere,True,200.0,12400,276.0,43,20300.0,Kawasaki
60,Strasse,schwarz,Occasion,806.0,Benzin Bleifrei,True,113.0,7490,304.0,43,2500.0,Kawasaki
61,Strasse,grün,Occasion,649.0,Benzin Bleifrei,True,72.0,4490,279.0,41,6506.0,Kawasaki
62,Chopper,beige,Occasion,649.0,Benzin Bleifrei,True,61.0,7500,300.0,37,9900.0,Kawasaki
63,Strasse,schwarz,Occasion,998.0,Andere,True,200.0,12900,276.0,36,8700.0,Kawasaki
64,Chopper,schwarz,Occasion,650.0,Benzin Bleifrei,True,48.0,6900,300.0,36,8500.0,Kawasaki
65,Strasse,grau,Occasion,948.0,Benzin Bleifrei,True,125.0,8880,285.0,33,6900.0,Kawasaki
66,Strasse,grün,Occasion,1043.0,Benzin Bleifrei,True,142.0,10480,305.0,33,20700.0,Kawasaki
67,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,8950,285.0,33,10985.0,Kawasaki
68,Touring,grün,Occasion,296.0,Andere,True,40.0,4900,289.0,32,6600.0,Kawasaki
69,Strasse,schwarz,Occasion,649.0,Benzin Bleifrei,True,68.0,6980,268.0,33,2800.0,Kawasaki
70,Touring,grün,Occasion,296.0,Benzin Bleifrei,True,40.0,5450,289.0,31,150.0,Kawasaki
71,Chopper,grau,Occasion,948.0,Andere,True,125.0,7700,357.0,29,12690.0,Kawasaki
72,Strasse,schwarz,Occasion,773.0,Benzin Bleifrei,True,48.0,9900,292.0,29,4000.0,Kawasaki
73,Strasse,grau,Occasion,649.0,Benzin Bleifrei,True,68.0,6900,262.0,29,3400.0,Kawasaki
74,Chopper,schwarz,Occasion,948.0,Andere,True,125.0,8400,357.0,21,1460.0,Kawasaki
75,Strasse,grün,Occasion,1043.0,Andere,True,142.0,13900,305.0,21,2000.0,Kawasaki
76,Chopper,grau,Occasion,948.0,Andere,True,125.0,9300,357.0,21,2500.0,Kawasaki
77,Strasse,grün,Occasion,399.0,Andere,True,45.0,5900,276.0,21,1500.0,Kawasaki
78,Chopper,schwarz,Occasion,649.0,Benzin Bleifrei,True,61.0,8950,300.0,21,350.0,Kawasaki
79,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,48.0,10500,301.0,21,550.0,Kawasaki
80,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,48.0,10500,301.0,21,790.0,Kawasaki
81,Strasse,grün,Occasion,649.0,Andere,True,68.0,7800,268.0,21,2500.0,Kawasaki
82,Strasse,grau,Occasion,649.0,Benzin Bleifrei,True,68.0,7950,268.0,21,650.0,Kawasaki
83,Touring,schwarz,Occasion,1043.0,Benzin Bleifrei,True,120.0,14950,325.0,21,1250.0,Kawasaki
84,Strasse,grün,Occasion,399.0,Benzin Bleifrei,True,45.0,5700,247.0,21,3500.0,Kawasaki
85,Strasse,grün,Occasion,399.0,Benzin Bleifrei,True,45.0,5800,247.0,21,400.0,Kawasaki
86,Strasse,grün,Occasion,998.0,Benzin Bleifrei,True,200.0,19900,313.0,21,1500.0,Kawasaki
87,Touring,schwarz,Occasion,649.0,Andere,True,69.36,7900,289.0,20,800.0,Kawasaki
88,Strasse,grau,Occasion,998.0,Andere,True,200.0,18900,313.0,20,500.0,Kawasaki
89,Strasse,schwarz,Occasion,998.0,Andere,True,200.0,22000,276.0,20,100.0,Kawasaki
90,Strasse,braun,Occasion,773.0,Andere,True,48.0,9000,292.0,20,1000.0,Kawasaki
91,Chopper,grün,Occasion,948.0,Andere,True,112.0,11200,357.0,20,4550.0,Kawasaki
92,Strasse,schwarz,Occasion,806.0,Benzin Bleifrei,True,113.0,8880,301.0,20,950.0,Kawasaki
93,Chopper,grün,Occasion,948.0,Benzin Bleifrei,True,111.0,13880,357.0,20,4300.0,Kawasaki
94,Strasse,schwarz,Occasion,649.0,Benzin Bleifrei,True,68.0,6880,262.0,19,1890.0,Kawasaki
95,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,95.0,7490,301.0,19,1253.0,Kawasaki
96,Touring,schwarz,Occasion,649.0,Andere,True,68.0,6950,289.0,18,560.0,Kawasaki
97,Chopper,grau,Occasion,948.0,Andere,True,50.32,8990,357.0,18,1100.0,Kawasaki
98,Chopper,grau,Occasion,948.0,Andere,True,125.0,9990,357.0,18,1500.0,Kawasaki
99,Chopper,schwarz,Occasion,948.0,Andere,True,125.0,9990,357.0,18,1500.0,Kawasaki
100,Chopper,braun,Occasion,948.0,Andere,True,112.0,11200,357.0,18,1200.0,Kawasaki
101,Chopper,schwarz,Occasion,948.0,Andere,True,125.0,8990,357.0,18,1000.0,Kawasaki
102,Chopper,schwarz,Occasion,649.0,Benzin Bleifrei,True,68.0,7200,469.0,17,350.0,Kawasaki
103,Strasse,grau,Occasion,1043.0,Andere,True,142.0,13500,293.0,16,800.0,Kawasaki
104,Strasse,schwarz,Occasion,649.0,Andere,True,68.0,7450,262.0,16,2.0,Kawasaki
105,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,11990,285.0,12,10.0,Kawasaki
106,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,48.0,11990,301.0,12,10.0,Kawasaki
107,Sonstige,schwarz,Occasion,947.0,Andere,True,111.0,12500,297.0,13,10.0,Kawasaki
108,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,125.0,12950,285.0,13,10.0,Kawasaki
109,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,11750,285.0,13,10.0,Kawasaki
110,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,11950,285.0,13,10.0,Kawasaki
111,Strasse,grau,Occasion,296.0,Benzin Bleifrei,True,39.0,7950,243.0,13,10.0,Kawasaki
112,Strasse,grün,Occasion,399.0,Benzin Bleifrei,True,45.0,7250,247.0,12,10.0,Kawasaki
113,Strasse,schwarz,Occasion,399.0,Benzin Bleifrei,True,45.0,7600,247.0,12,10.0,Kawasaki
114,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,48.0,12950,301.0,12,10.0,Kawasaki
115,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,111.0,14990,293.0,12,10.0,Kawasaki
116,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,48.0,11990,301.0,12,10.0,Kawasaki
117,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,11990,285.0,12,10.0,Kawasaki
118,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,95.0,11990,301.0,12,10.0,Kawasaki
119,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,95.0,11990,301.0,12,10.0,Kawasaki
120,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,95.0,11990,301.0,12,10.0,Kawasaki
121,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,111.0,14990,293.0,12,10.0,Kawasaki
122,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,48.0,11990,301.0,12,10.0,Kawasaki
123,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,125.0,12950,285.0,12,10.0,Kawasaki
124,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,125.0,12950,285.0,12,10.0,Kawasaki
125,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,95.0,12950,301.0,12,10.0,Kawasaki
126,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,48.0,12950,301.0,12,10.0,Kawasaki
127,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,48.0,12950,301.0,12,10.0,Kawasaki
128,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,95.0,12950,301.0,12,10.0,Kawasaki
129,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,95.0,12950,301.0,12,10.0,Kawasaki
130,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,95.0,12950,301.0,12,10.0,Kawasaki
131,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,125.0,12950,285.0,12,10.0,Kawasaki
132,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,125.0,12950,285.0,12,10.0,Kawasaki
133,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,125.0,12950,285.0,12,10.0,Kawasaki
134,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,125.0,12750,285.0,12,10.0,Kawasaki
135,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,125.0,12750,285.0,12,10.0,Kawasaki
136,Strasse,grau,Occasion,948.0,Benzin Bleifrei,True,125.0,11950,285.0,12,10.0,Kawasaki
137,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,125.0,11950,285.0,12,10.0,Kawasaki
138,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,125.0,11950,285.0,12,10.0,Kawasaki
139,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,125.0,11950,285.0,12,10.0,Kawasaki
140,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,11950,285.0,12,10.0,Kawasaki
141,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,125.0,12750,285.0,12,10.0,Kawasaki
142,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,11950,285.0,12,10.0,Kawasaki
143,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,11950,285.0,12,10.0,Kawasaki
144,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,48.0,11950,301.0,12,10.0,Kawasaki
145,Strasse,grün,Occasion,998.0,Benzin Bleifrei,True,200.0,15880,276.0,16,880.0,Kawasaki
146,Strasse,grün,Occasion,399.0,Benzin Bleifrei,True,45.0,6450,247.0,16,150.0,Kawasaki
147,Touring,weiss,Occasion,649.0,Andere,True,69.36,8490,289.0,14,500.0,Kawasaki
148,Touring,weiss,Occasion,649.0,Andere,True,68.0,8490,289.0,14,750.0,Kawasaki
149,Sonstige,grün,Occasion,398.0,Andere,True,45.0,6350,243.0,14,2.0,Kawasaki
150,Scooter,schwarz,Occasion,125.0,Andere,True,14.0,4200,257.0,16,500.0,Kawasaki
151,Strasse,schwarz,Occasion,296.0,Andere,True,39.0,5400,243.0,16,500.0,Kawasaki
152,Strasse,grau,Occasion,1043.0,Andere,True,142.0,12600,293.0,13,1000.0,Kawasaki
153,Touring,schwarz,Occasion,649.0,Andere,True,48.0,6950,289.0,18,700.0,Kawasaki
154,Strasse,grün,Occasion,649.0,Benzin Bleifrei,True,48.0,6480,262.0,18,450.0,Kawasaki
155,Strasse,anthrazit,Occasion,947.0,Benzin Bleifrei,True,125.0,7500,285.0,18,4800.0,Kawasaki
156,Scooter,grau,Occasion,299.0,Andere,True,28.0,5590,266.0,17,500.0,Kawasaki
157,Chopper,grau,Occasion,649.0,Andere,True,61.0,8700,300.0,17,200.0,Kawasaki
158,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,125.0,8980,285.0,17,480.0,Kawasaki
159,Touring,schwarz,Occasion,1043.0,Benzin Bleifrei,True,120.0,14500,325.0,18,1000.0,Kawasaki
160,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,111.0,11450,293.0,18,6350.0,Kawasaki
161,Chopper,grün,Occasion,948.0,Andere,True,112.0,10990,357.0,17,990.0,Kawasaki
162,Touring,schwarz,Occasion,649.0,Andere,True,48.0,6890,289.0,17,950.0,Kawasaki
163,Touring,schwarz,Occasion,649.0,Andere,True,68.0,6890,289.0,17,890.0,Kawasaki
164,Strasse,grün,Occasion,998.0,Benzin Bleifrei,True,200.0,18880,276.0,19,1890.0,Kawasaki
165,Strasse,schwarz,Occasion,399.0,Benzin Bleifrei,True,45.0,5900,199.0,20,400.0,Kawasaki
166,Strasse,grün,Vorführmodell,948.0,Benzin Bleifrei,True,111.0,12900,216.0,20,500.0,Kawasaki
167,Strasse,silber,Occasion,649.0,Benzin Bleifrei,True,68.0,6780,262.0,20,1200.0,Kawasaki
168,Strasse,grün,Occasion,998.0,Benzin Bleifrei,True,200.0,20980,313.0,20,2200.0,Kawasaki
169,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,95.0,8880,285.0,20,3800.0,Kawasaki
170,Strasse,schwarz,Occasion,998.0,Benzin Bleifrei,True,200.0,19900,276.0,20,100.0,Kawasaki
171,Strasse,schwarz,Occasion,1043.0,Benzin Bleifrei,True,142.0,13980,305.0,20,500.0,Kawasaki
172,Touring,schwarz,Occasion,1043.0,Benzin Bleifrei,True,120.0,11880,325.0,20,9.0,Kawasaki
173,Scooter,schwarz,Occasion,299.0,Andere,True,28.0,5500,266.0,21,5300.0,Kawasaki
174,Chopper,braun,Occasion,948.0,Andere,True,112.0,12500,357.0,21,4750.0,Kawasaki
175,Chopper,schwarz,Occasion,649.0,Andere,True,61.0,8100,300.0,21,400.0,Kawasaki
176,Strasse,grün,Occasion,399.0,Andere,True,45.0,6400,267.0,21,1750.0,Kawasaki
177,Touring,schwarz,Occasion,1043.0,Andere,True,120.0,14700,325.0,21,3300.0,Kawasaki
178,Strasse,grün,Occasion,649.0,Andere,True,48.0,7200,262.0,21,650.0,Kawasaki
179,Chopper,schwarz,Occasion,649.0,Andere,True,61.0,8100,300.0,21,600.0,Kawasaki
180,Touring,schwarz,Occasion,1043.0,Andere,True,120.0,14200,325.0,21,2500.0,Kawasaki
181,Strasse,schwarz,Occasion,948.0,Andere,True,48.0,8700,285.0,21,2070.0,Kawasaki
182,Strasse,grün,Occasion,649.0,Andere,True,68.0,7400,268.0,21,1302.0,Kawasaki
183,Strasse,schwarz,Vorführmodell,1043.0,Benzin Bleifrei,True,142.0,13400,305.0,21,350.0,Kawasaki
184,Touring,grün,Occasion,649.0,Benzin Bleifrei,True,69.0,7500,289.0,21,2000.0,Kawasaki
185,Strasse,grün,Occasion,636.0,Benzin Bleifrei,True,131.0,10900,267.0,21,450.0,Kawasaki
186,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,111.0,11400,293.0,21,2100.0,Kawasaki
187,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,125.0,8300,285.0,21,4500.0,Kawasaki
188,Touring,grün,Occasion,649.0,Benzin Bleifrei,True,69.0,8950,289.0,21,350.0,Kawasaki
189,Strasse,rot,Occasion,1043.0,Andere,True,142.0,13700,293.0,21,500.0,Kawasaki
190,Chopper,grün,Occasion,948.0,Andere,True,61.2,11500,300.0,21,1500.0,Kawasaki
191,Touring,grau,Occasion,649.0,Andere,True,48.0,6490,289.0,21,850.0,Kawasaki
192,Strasse,schwarz,Occasion,1043.0,Benzin Bleifrei,True,142.0,13950,305.0,21,350.0,Kawasaki
193,Strasse,blau,Occasion,773.0,Andere,True,48.0,19900,292.0,22,10.0,Kawasaki
194,Strasse,grau,Occasion,1043.0,Andere,True,138.04,16200,293.0,22,1.0,Kawasaki
195,Strasse,weiss,Occasion,773.0,Andere,True,48.0,15900,292.0,22,10.0,Kawasaki
196,Chopper,schwarz,Occasion,948.0,Andere,True,125.0,8700,357.0,22,11800.0,Kawasaki
197,Enduro,grün,Occasion,450.0,Benzin Bleifrei,True,15.0,5480,213.0,22,10.0,Kawasaki
198,Strasse,rot,Occasion,948.0,Benzin Bleifrei,True,95.0,10780,285.0,21,1880.0,Kawasaki
199,Touring,grau,Occasion,1043.0,Andere,True,120.0,11900,325.0,21,1800.0,Kawasaki
200,Chopper,grün,Occasion,948.0,Andere,True,112.0,15250,357.0,21,1.0,Kawasaki
201,Strasse,grau,Occasion,649.0,Benzin Bleifrei,True,48.0,6900,262.0,27,2500.0,Kawasaki
202,Strasse,schwarz,Occasion,948.0,Benzin Bleifrei,True,48.0,8800,301.0,26,8900.0,Kawasaki
203,Strasse,rot,Occasion,649.0,Andere,True,72.0,6700,279.0,25,1.0,Kawasaki
204,Strasse,schwarz,Occasion,649.0,Andere,True,72.08,6700,279.0,25,1.0,Kawasaki
205,Strasse,braun,Occasion,773.0,Andere,True,48.0,8900,292.0,25,1300.0,Kawasaki
206,Strasse,orange,Occasion,649.0,Benzin Bleifrei,True,68.0,7950,268.0,24,450.0,Kawasaki
207,Strasse,schwarz,Vorführmodell,1043.0,Benzin Bleifrei,True,142.0,15000,295.0,26,3600.0,Kawasaki
208,Touring,schwarz,Occasion,1043.0,Andere,True,120.0,11900,325.0,29,9600.0,Kawasaki
209,Touring,grau,Occasion,649.0,Andere,True,48.0,6450,289.0,29,9678.0,Kawasaki
210,Strasse,grün,Occasion,649.0,Benzin Bleifrei,True,68.0,7000,268.0,29,3400.0,Kawasaki
211,Strasse,grün,Occasion,636.0,Benzin Bleifrei,True,48.0,12950,267.0,29,3035.0,Kawasaki
212,Strasse,schwarz,Occasion,806.0,Benzin Bleifrei,True,47.0,7550,301.0,32,3720.0,Kawasaki
213,Strasse,grau,Occasion,948.0,Benzin Bleifrei,True,125.0,8100,285.0,32,11200.0,Kawasaki
214,Strasse,grün,Occasion,649.0,Andere,True,48.0,7700,268.0,31,300.0,Kawasaki
215,Strasse,schwarz,Occasion,649.0,Benzin Bleifrei,True,68.0,5416,262.0,31,12377.0,Kawasaki
216,Touring,Sonstiges,Occasion,1043.0,Andere,True,120.0,13800,470.0,33,6500.0,Kawasaki
217,Touring,weiss,Occasion,649.0,Andere,True,48.0,6200,289.0,33,8700.0,Kawasaki
218,Strasse,schwarz,Occasion,773.0,Andere,True,48.0,8700,292.0,33,50.0,Kawasaki
219,Strasse,orange,Occasion,649.0,Andere,True,68.0,7200,268.0,33,550.0,Kawasaki
220,Chopper,schwarz,Occasion,948.0,Andere,True,125.0,8999,357.0,33,5795.0,Kawasaki
221,Strasse,schwarz,Occasion,1043.0,Andere,True,142.0,12390,293.0,33,6500.0,Kawasaki
222,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,125.0,8380,285.0,33,15000.0,Kawasaki
223,Strasse,grau,Occasion,636.0,Benzin Bleifrei,True,131.0,15950,267.0,33,390.0,Kawasaki
224,Strasse,weiss,Occasion,649.0,Benzin Bleifrei,True,48.0,6380,262.0,33,16600.0,Kawasaki
225,Strasse,grün,Occasion,948.0,Benzin Bleifrei,True,125.0,10980,285.0,33,2180.0,Kawasaki
226,Strasse,schwarz,Occasion,649.0,Benzin Bleifrei,True,47.0,7200,262.0,33,2990.0,Kawasaki
227,Strasse,grau,Occasion,998.0,Benzin Bleifrei,True,200.0,25880,313.0,33,880.0,Kawasaki
228,Strasse,braun,Occasion,773.0,Andere,True,47.6,12200,292.0,34,1.0,Kawasaki
229,Strasse,grau,Occasion,773.0,Andere,True,48.0,19900,292.0,33,1850.0,Kawasaki
230,Strasse,grün,Occasion,295.0,Benzin Bleifrei,True,34.0,4850,247.0,41,5000.0,Kawasaki
231,Strasse,beige,Occasion,649.0,Benzin Bleifrei,True,72.0,5900,279.0,39,9400.0,Kawasaki
232,Strasse,beige,Occasion,649.0,Benzin Bleifrei,True,72.0,4700,279.0,39,9400.0,Kawasaki
233,Strasse,grün,Occasion,998.0,Benzin Bleifrei,True,200.0,14880,276.0,43,7200.0,Kawasaki
234,Strasse,grün,Occasion,649.0,Andere,True,72.0,5790,279.0,41,6509.0,Kawasaki
235,Strasse,grau,Occasion,1043.0,Andere,True,142.0,9800,293.0,41,11011.0,Kawasaki
236,Strasse,Sonstiges,Occasion,649.0,Andere,True,72.0,5900,404.0,43,17000.0,Kawasaki
237,Touring,grau,Occasion,649.0,Andere,True,48.0,5890,289.0,43,9128.0,Kawasaki
238,Strasse,grau,Occasion,1043.0,Andere,True,142.0,10500,293.0,43,1577.0,Kawasaki
239,Strasse,grau,Occasion,1043.0,Benzin Bleifrei,True,142.0,10480,295.0,46,22000.0,Kawasaki
240,Strasse,schwarz,Vorführmodell,636.0,Benzin Bleifrei,True,131.0,10861,267.0,45,123.0,Kawasaki
241,Enduro,grün,Occasion,450.0,Benzin verbleit,True,14.96,3600,213.0,45,999.0,Kawasaki
242,Chopper,grau,Occasion,649.0,Benzin Bleifrei,True,48.0,7400,300.0,45,4800.0,Kawasaki
243,Strasse,weiss,Occasion,1043.0,Benzin Bleifrei,True,142.0,12950,295.0,45,4900.0,Kawasaki
244,Strasse,grün,Occasion,1441.0,Benzin Bleifrei,True,200.0,16950,343.0,45,1290.0,Kawasaki
245,Touring,blau,Occasion,1352.0,Andere,True,155.0,12500,380.0,45,15405.0,Kawasaki
246,Strasse,grün,Occasion,1441.0,Andere,True,200.0,13500,343.0,45,5500.0,Kawasaki
247,Strasse,schwarz,Occasion,806.0,Benzin Bleifrei,True,112.0,7000,304.0,53,10410.0,Kawasaki
248,Strasse,grün,Occasion,296.0,Benzin Bleifrei,True,34.0,5300,243.0,53,2000.0,Kawasaki
249,Strasse,grün,Occasion,295.0,Benzin Bleifrei,True,39.0,3900,243.0,52,12500.0,Kawasaki
250,Strasse,mehrfarbig,Occasion,773.0,Benzin Bleifrei,True,47.0,9500,292.0,52,6500.0,Kawasaki
251,Strasse,grün,Occasion,806.0,Benzin Bleifrei,True,113.0,7800,304.0,56,9300.0,Kawasaki
252,Strasse,grün,Occasion,296.0,Benzin Bleifrei,True,34.0,3880,247.0,56,13000.0,Kawasaki
253,Strasse,grün,Occasion,296.0,Benzin Bleifrei,True,34.0,5300,247.0,52,24000.0,Kawasaki
